"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"20","3rd grade young scientists coming up with their own Magnet Tricks! Amazing how creative students can be! Having fun… https://t.co/YrJoN85XCY",FALSE,7,NA,2018-10-20 11:12:37,TRUE,NA,"1053604897940226048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LydiaPierides",1,FALSE,FALSE,NA,NA
"21","RT @MrsWiegandSL: Scholars were actively engaged in a “Knights vs. Dragon” sort with words having the /oo/sound during Skills. It was a nai…",FALSE,0,NA,2018-10-20 11:10:20,FALSE,NA,"1053604325627445249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","syracuselatin",1,TRUE,FALSE,NA,NA
"22","#Happiness is a #Kindergarten kiddo realizing they can #read!  #DoWhatYouLove #CKLA @amplify @AAGatesPBCS… https://t.co/F4J4irPPLD",FALSE,4,NA,2018-10-20 02:57:41,TRUE,NA,"1053480345620922368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KinderHavenRm1",2,FALSE,FALSE,NA,NA
"23","#Happiness is a #Kindergarten kiddo realizing they can #read!  #DoWhatYouLove #CKLA @amplify @AAGatesPBCS… https://t.co/6GpeNs2ub5",FALSE,4,NA,2018-10-20 02:56:48,TRUE,NA,"1053480123784146946",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KinderHavenRm1",2,FALSE,FALSE,NA,NA
"24","RT @NEN3rdgrade: 2018 Academic Showcase - Google Slides presentation on Animal Classification from @amplify CKLA curriculum https://t.co/TD…",FALSE,0,NA,2018-10-20 02:25:02,FALSE,NA,"1053472125812563968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NENbluejays",1,TRUE,FALSE,NA,NA
"25","2018 Academic Showcase - Google Slides presentation on Animal Classification from @amplify CKLA curriculum https://t.co/TDlPZ85Wzj",FALSE,5,NA,2018-10-20 01:47:14,FALSE,NA,"1053462614389542918",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NEN3rdgrade",1,FALSE,FALSE,NA,NA
"26","RT @amplify: ""Amplify has been able to win over schools in all 50 states. Its new science offering... has been adopted by major school dist…",FALSE,0,NA,2018-10-20 01:36:07,FALSE,NA,"1053459817828741120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kscushman5",3,TRUE,FALSE,NA,NA
"27","Scholars were actively engaged in a “Knights vs. Dragon” sort with words having the /oo/sound during Skills. It was… https://t.co/tdwm2z4aaa",FALSE,14,NA,2018-10-20 00:30:04,TRUE,NA,"1053443197488324608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsWiegandSL",1,FALSE,FALSE,NA,NA
"28","RT @ClassroomD4: Learning about #JuliusCaesar as part of a larger study of Ancient Rome. The broad general content knowledge we're learning…",FALSE,0,NA,2018-10-19 23:17:41,FALSE,NA,"1053424979209932805",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BDicksonNV",2,TRUE,FALSE,NA,NA
"29","RT @Gottscience: 3rd grade students engaged in discussions rooted in science vocabulary about the concepts they've been developing. They lo…",FALSE,0,NA,2018-10-19 23:01:13,FALSE,NA,"1053420835019649024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BrianUFT",1,TRUE,FALSE,NA,NA
"30","3rd grade students engaged in discussions rooted in science vocabulary about the concepts they've been developing.… https://t.co/gfP4cslonM",FALSE,6,NA,2018-10-19 22:01:02,TRUE,NA,"1053405689677135873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gottscience",1,FALSE,FALSE,NA,NA
"31","RT @amplify: ""Amplify has been able to win over schools in all 50 states. Its new science offering... has been adopted by major school dist…",FALSE,0,NA,2018-10-19 20:26:57,FALSE,NA,"1053382014647308288",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","monica_vincent",3,TRUE,FALSE,NA,NA
"32","We LOVE using @plickers after our @amplify listening and learning story! ❤️������������ #SCSDsuccess https://t.co/lZXnAeugpG",FALSE,11,NA,2018-10-19 18:48:50,FALSE,NA,"1053357322377064450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LicariMarisa",0,FALSE,FALSE,NA,NA
"33","RT @amplify: ""Amplify has been able to win over schools in all 50 states. Its new science offering... has been adopted by major school dist…",FALSE,0,NA,2018-10-19 16:40:58,FALSE,NA,"1053325141000708096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatrickMomsen",3,TRUE,FALSE,NA,NA
"34","Great timing! @amplify is offering a free trial of ""Who Killed Edgar Allan Poe Quest."" It's a fun and engaging way… https://t.co/3PEpM0NIVH",FALSE,0,NA,2018-10-19 14:50:29,TRUE,NA,"1053297336712130562",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","monica_vincent",0,FALSE,FALSE,NA,NA
"35","RT @sheribergeron_: Populations and resources! @amplify My 6th grade students at @msaw are ready to become mini ecologist and investigate w…",FALSE,0,NA,2018-10-19 14:42:58,FALSE,NA,"1053295446230069248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatrickMomsen",2,TRUE,FALSE,NA,NA
"36","RT @sheribergeron_: Populations and resources! @amplify My 6th grade students at @msaw are ready to become mini ecologist and investigate w…",FALSE,0,NA,2018-10-19 13:54:28,FALSE,NA,"1053283240444858370",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amplify",2,TRUE,FALSE,NA,NA
"37","RT @KaneFulton: The tour ended on a high in #Cardiff, where we were hosted at the modern @TramshedTech. Skills dominated the panel chat, ho…",FALSE,0,NA,2018-10-19 13:10:41,FALSE,NA,"1053272223220486145",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DevOpsGroup",3,TRUE,FALSE,NA,NA
"38","RT @KaneFulton: The tour ended on a high in #Cardiff, where we were hosted at the modern @TramshedTech. Skills dominated the panel chat, ho…",FALSE,0,NA,2018-10-19 12:48:46,FALSE,NA,"1053266708893323264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adahal",3,TRUE,FALSE,NA,NA
"39","RT @KaneFulton: The tour ended on a high in #Cardiff, where we were hosted at the modern @TramshedTech. Skills dominated the panel chat, ho…",FALSE,0,NA,2018-10-19 12:32:20,FALSE,NA,"1053262573599100928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nicholasgfearn",3,TRUE,FALSE,NA,NA
"40","The tour ended on a high in #Cardiff, where we were hosted at the modern @TramshedTech. Skills dominated the panel… https://t.co/Q4AsWJ2pGK",FALSE,2,"KaneFulton",2018-10-19 12:13:48,TRUE,"1053253709877178369","1053257909017161728","138859309","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KaneFulton",3,FALSE,FALSE,NA,NA
"41","RT @GA_ScienceMills: Metabolism Engineering Internship: Design a health bar to feed a population after a natural disaster MYP task 1 @ampli…",FALSE,0,NA,2018-10-19 11:55:06,FALSE,NA,"1053253201821134848",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","monica_vincent",2,TRUE,FALSE,NA,NA
"42","RT @amplify: Exactly! ""This isn’t about students being able to regurgitate a fact that they could just Google. This is about students spend…",FALSE,0,NA,2018-10-19 04:37:37,FALSE,NA,"1053143105451581447",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rebabbott",1,TRUE,FALSE,NA,NA
"43","@DarwinTreeFrog @RivannaMusic @CastletonES @SchodackCSD @amplify @ckschools That was awesome!!!",FALSE,2,"DarwinTreeFrog",2018-10-19 01:21:10,FALSE,"1053079909151715329","1053093665550360576","3502549109","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WildermuthDenah",0,FALSE,FALSE,NA,NA
"44","Populations and resources! @amplify My 6th grade students at @msaw are ready to become mini ecologist and investiga… https://t.co/Zltn2lBwVH",FALSE,7,NA,2018-10-19 01:07:47,TRUE,NA,"1053090299566796801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sheribergeron_",2,FALSE,FALSE,NA,NA
"45","Singing ������The Vowel Family ������ by Cathy Bollinger @RivannaMusic for our Sr. Citizen guests @CastletonES @SchodackCSD t… https://t.co/KW1NMaJ6LQ",FALSE,11,NA,2018-10-19 00:26:30,TRUE,NA,"1053079909151715329",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DarwinTreeFrog",0,FALSE,FALSE,NA,NA
"46","Learning about #JuliusCaesar as part of a larger study of Ancient Rome. The broad general content knowledge we're l… https://t.co/gR1Ekuw9ic",FALSE,12,NA,2018-10-19 00:18:07,TRUE,NA,"1053077801178300416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ClassroomD4",2,FALSE,FALSE,NA,NA
"47","RT @Valeriasketches: “Loved creating my vocabulary list” -Ss

#iconLibrary #engineeringInternship @amplify #shareYourWork #StudentSketchnot…",FALSE,0,NA,2018-10-19 00:06:43,FALSE,NA,"1053074930307399680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miamiEDguru",4,TRUE,FALSE,NA,NA
"48","RT @GA_ScienceMills: Metabolism Engineering Internship: Design a health bar to feed a population after a natural disaster MYP task 1 @ampli…",FALSE,0,NA,2018-10-18 23:37:55,FALSE,NA,"1053067685188251648",NA,"<a href=""https://twitter.com/sanchitkum"" rel=""nofollow"">ifindinternship</a>","ifindinternship",2,TRUE,FALSE,NA,NA
"49","Metabolism Engineering Internship: Design a health bar to feed a population after a natural disaster MYP task 1… https://t.co/jZ6xcdutw1",FALSE,9,NA,2018-10-18 23:35:49,TRUE,NA,"1053067155128885248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GA_ScienceMills",2,FALSE,FALSE,NA,NA
"50","#DyslexiaAwarenessMonth webinar series. Register today!  https://t.co/rPauCOp6hP @amplify @ASCD @AFTunion @AFTteach https://t.co/sGsof0E0PV",FALSE,0,NA,2018-10-18 22:10:02,FALSE,NA,"1053045567906070528",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","sharemylesson",0,FALSE,FALSE,NA,NA
"51","Fun with @amplify vision and light unit. ❤️ this book on animal eyes. Today Ss got to learn about light receptors,… https://t.co/n5wzJxcNW8",FALSE,1,NA,2018-10-18 22:02:58,TRUE,NA,"1053043790489874432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlishaZ143",0,FALSE,FALSE,NA,NA
"52","@Lpalazzo01 @NClewner @PBCtrailblazers @ShineonSPES @SPESleader @amplify Love the teamwork between grade levels!!!",FALSE,1,"Lpalazzo01",2018-10-18 20:55:36,FALSE,"1053012931472973826","1053026833493618690","893644205154873345","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MSCollier3",0,FALSE,FALSE,NA,NA
"53","RT @oakridgeboys: Thank you @amplify #ShineTheLightOnChristmas

https://t.co/rlZHllpejW",FALSE,0,NA,2018-10-18 20:09:49,FALSE,NA,"1053015313397272576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TejasKat",5,TRUE,FALSE,NA,NA
"54","@Lpalazzo01 @PBCtrailblazers @ShineonSPES @SPESleader @amplify My kids had so much fun helping your students to cre… https://t.co/oz4GtOtw6x",FALSE,5,"Lpalazzo01",2018-10-18 20:01:47,TRUE,"1053012931472973826","1053013290262126598","893644205154873345","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NClewner",0,FALSE,FALSE,NA,NA
"55","Thank you to @NClewner &amp; her 5th grade trailblazers for helping out our young trailblazers in 2nd grade to create g… https://t.co/I7ueJYG9o1",FALSE,12,NA,2018-10-18 20:00:21,TRUE,NA,"1053012931472973826",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lpalazzo01",0,FALSE,FALSE,NA,NA
"56","RT @misswhited91: These @amplify wildlife biologists are ready to kick off a unit about inheritance and traits! Thanks for capturing the mo…",FALSE,0,NA,2018-10-18 19:49:53,FALSE,NA,"1053010296305053696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drbrunsonGO",1,TRUE,FALSE,NA,NA
"57","These @amplify wildlife biologists are ready to kick off a unit about inheritance and traits! Thanks for capturing… https://t.co/i6VTzUXYg0",FALSE,4,NA,2018-10-18 19:04:49,TRUE,NA,"1052998957431963650",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","misswhited91",1,FALSE,FALSE,NA,NA
"58","RT @oakridgeboys: Thank you @amplify #ShineTheLightOnChristmas

https://t.co/rlZHllpejW",FALSE,0,NA,2018-10-18 17:16:35,FALSE,NA,"1052971718988443651",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DUANEALLEN",5,TRUE,FALSE,NA,NA
"59","B&amp;G Foods completes sale of Pirate Brands
  https://t.co/ssN613XSQz @B&amp;GFoods  @PirateBrands @TheHersheyCompany  @amplify",FALSE,0,NA,2018-10-18 16:28:46,FALSE,NA,"1052959682699153408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","david_njbiz",0,FALSE,FALSE,NA,NA
"60","RT @Valeriasketches: “Loved creating my vocabulary list” -Ss

#iconLibrary #engineeringInternship @amplify #shareYourWork #StudentSketchnot…",FALSE,0,NA,2018-10-18 15:41:59,FALSE,NA,"1052947912244768769",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","WickedDecent",4,TRUE,FALSE,NA,NA
"61","@Valeriasketches @amplify @WickedDecent @manuelherrera33 @miamiEDguru @jsherm8 @SteveSilbert @EdcampMiamiFL… https://t.co/dJT5rAiKVK",FALSE,1,"Valeriasketches",2018-10-18 15:08:59,TRUE,"1052932560802775042","1052939606818140160","891016704511410178","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MistyKluesner",0,FALSE,FALSE,NA,NA
"62","“Loved creating my vocabulary list” -Ss

#iconLibrary #engineeringInternship @amplify #shareYourWork… https://t.co/MLwtBYt9Xk",FALSE,22,NA,2018-10-18 14:40:59,TRUE,NA,"1052932560802775042",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Valeriasketches",4,FALSE,FALSE,NA,NA
"63","RT @amplify: Thanks @polymathicman !  https://t.co/4tRaJ8YN7l",FALSE,0,NA,2018-10-18 14:19:25,FALSE,NA,"1052927133872414720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatrickMomsen",1,TRUE,FALSE,NA,NA
"64","RT @mcnaryclass: @amplify #ckla #stories It's been fun creating this group story map chart with students and doing shared writing! Students…",FALSE,0,NA,2018-10-18 13:57:06,FALSE,NA,"1052921518299197446",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amplify",1,TRUE,FALSE,NA,NA
"65","RT @MrsDorvilus: My Ss loved making a flip book about our story today! Shout out to @HughesHangout for stopping by! #VikingVoyage19 @VerdeP…",FALSE,0,NA,2018-10-18 13:56:51,FALSE,NA,"1052921454403231749",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amplify",1,TRUE,FALSE,NA,NA
"66","#DyslexiaAwarenessMonth webinar series. Register today!  https://t.co/g8INVkA3TN @amplify @ASCD @AFTunion https://t.co/Xp8gsWoF44",FALSE,0,NA,2018-10-18 13:40:00,FALSE,NA,"1052917212510486528",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AFTteach",0,FALSE,FALSE,NA,NA
"67","RT @oakridgeboys: Thank you @amplify #ShineTheLightOnChristmas

https://t.co/rlZHllpejW",FALSE,0,NA,2018-10-18 10:21:05,FALSE,NA,"1052867153123307521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VoicesWife",5,TRUE,FALSE,NA,NA
"68","Thank you @amplify @berkeleyscience for a terrific evening of learning around supporting EL's in the K-5 #ngss scie… https://t.co/GWOgLfZ9eu",FALSE,11,NA,2018-10-18 01:36:32,TRUE,NA,"1052735148515573760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JennySarna",0,FALSE,FALSE,NA,NA
"69","RT @sarahcgold: After reading about germs and modeling how germs are EVERYWHERE with @amplify. Ss created their germ fighting kit! SO thank…",FALSE,0,NA,2018-10-18 01:13:51,FALSE,NA,"1052729438842937345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatrickMomsen",3,TRUE,FALSE,NA,NA
"70","RT @oakridgeboys: Thank you @amplify #ShineTheLightOnChristmas

https://t.co/rlZHllpejW",FALSE,0,NA,2018-10-18 00:40:12,FALSE,NA,"1052720970098769923",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sings_stephen",5,TRUE,FALSE,NA,NA
"71","RT @oakridgeboys: Thank you @amplify #ShineTheLightOnChristmas

https://t.co/rlZHllpejW",FALSE,0,NA,2018-10-17 23:45:15,FALSE,NA,"1052707140555743232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DavidWe53950897",5,TRUE,FALSE,NA,NA
"72","Thank you @amplify #ShineTheLightOnChristmas

https://t.co/rlZHllpejW",FALSE,30,NA,2018-10-17 23:36:39,FALSE,NA,"1052704978375200768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oakridgeboys",5,FALSE,FALSE,NA,NA
"73","@amplify #ckla #stories It's been fun creating this group story map chart with students and doing shared writing! S… https://t.co/TlJkFKp0El",FALSE,2,"amplify",2018-10-17 22:15:44,TRUE,NA,"1052684612407681024","519877122","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcnaryclass",1,FALSE,FALSE,NA,NA
"74","All living things need food to survive. Today as scientists we made observations with our 5 senses while eating a c… https://t.co/5G1MS3KYNj",FALSE,7,NA,2018-10-17 22:15:07,TRUE,NA,"1052684457659027457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kristinniemill1",0,FALSE,FALSE,NA,NA
"75","My Ss loved making a flip book about our story today! Shout out to @HughesHangout for stopping by! #VikingVoyage19… https://t.co/fpfCvyyWV1",FALSE,10,NA,2018-10-17 22:01:59,TRUE,NA,"1052681153679785984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsDorvilus",1,FALSE,FALSE,NA,NA
"76","So many first grade skills coming together! Practicing looking ������ back in text and rereading for fluency… https://t.co/sQU6tWcCA4",FALSE,6,NA,2018-10-17 22:00:11,TRUE,NA,"1052680701391380481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsBoskovski1st",0,FALSE,FALSE,NA,NA
"77","RT @amplify: It's so important to identify dyslexia early. Our mCLASS program has new early screening measures for identifying students at…",FALSE,0,NA,2018-10-17 21:00:07,FALSE,NA,"1052665583265824774",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","monica_vincent",3,TRUE,FALSE,NA,NA
"78","@VerdePrincipal @amplify My heart is so full!!!",FALSE,1,"VerdePrincipal",2018-10-17 19:44:17,FALSE,"1052644949789958144","1052646501275582464","2933850099","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DocCheek",0,FALSE,FALSE,NA,NA
"79","@DocCheek What does this remind you of? So much Science throughout our campus and student engagement, wow! I love t… https://t.co/fHClszjV1p",FALSE,2,"DocCheek",2018-10-17 19:38:07,TRUE,NA,"1052644949789958144","474012455","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VerdePrincipal",0,FALSE,FALSE,NA,NA
